id,popularity,vote_average,vote_count
11658,18.811,8.0,548.0
554596,125.939,8.0,718.0
307,7.819,8.0,681.0
585511,992.94,8.0,725.0
424694,59.572,8.0,15032.0
776503,41.228,8.0,1494.0
285700,4.573,8.0,203.0
205596,38.104,8.0,14964.0
11778,17.155,8.0,3041.0
524,26.411,8.0,4666.0
12104,13.8,8.0,1213.0
654,9.167,8.0,1224.0
237791,9.656,8.0,841.0
158445,17.128,8.0,350.0
28178,43.781,8.0,5770.0
810693,2383.269,8.0,374.0
359724,52.32,8.0,5996.0
770,24.557,8.0,3356.0
488623,28.186,8.0,702.0
242828,36.603,8.0,1462.0
7508,17.51,8.0,884.0
13223,27.282,8.0,9258.0
140420,9.199,8.0,1523.0
94047,13.11,8.0,296.0
213,21.578,8.0,3338.0
11712,9.488,8.0,450.0
3175,14.793,8.0,2278.0
360814,19.608,8.0,732.0
29264,9.14,8.0,525.0
25376,21.824,8.0,2074.0
632322,20.2,8.0,388.0
501929,27.715,8.0,2131.0
15244,8.252,8.0,383.0
10238,10.78,8.0,548.0
1578,16.653,8.0,3466.0
1092,11.664,8.0,1427.0
523781,12.683,8.0,430.0
142061,27.619,8.0,1183.0
41050,8.285,8.0,504.0
1580,12.678,8.0,2130.0
18438,12.347,8.0,542.0
45752,32.29,8.0,223.0
667520,116.01,8.0,1062.0
530915,55.485,8.0,10161.0
20453,43.046,8.0,1900.0
15383,8.591,8.0,483.0
10515,41.419,8.0,3313.0
10404,15.341,8.0,545.0
405,9.542,8.0,822.0
458302,12.828,8.0,351.0
947,22.008,8.0,2382.0
627,22.395,8.0,8376.0
20875,12.371,8.0,210.0
24,37.803,8.0,14996.0
527774,200.921,8.0,5595.0
455714,15.439,8.0,654.0
862,236.341,8.0,15826.0
110,12.512,8.0,1059.0
489412,8.54,8.0,214.0
38286,7.57,8.0,1866.0
76,23.465,8.0,3278.0
49964,7.04,8.0,221.0
70,31.442,8.0,8182.0
28971,8.32,8.0,384.0
3777,15.312,8.0,612.0
149,45.231,8.0,3245.0
234,16.696,8.0,1160.0
20271,7.207,8.0,342.0
7857,12.559,8.0,879.0
560066,22.535,8.0,210.0
31411,5.908,8.0,267.0
801335,90.452,8.0,415.0
552532,104.359,8.0,324.0
414419,20.443,8.0,792.0
10242,11.61,8.0,818.0
20722,10.959,8.0,369.0
640,47.143,8.0,12962.0
21334,22.04,8.0,469.0
76203,30.063,8.0,9892.0
43949,38.071,7.9,2313.0
775,14.556,7.9,1372.0
5925,19.089,7.9,2043.0
573164,128.224,7.9,318.0
11010,11.402,7.9,954.0
406785,9.613,7.9,239.0
556901,28.808,7.9,390.0
745,41.138,7.9,9845.0
14160,134.125,7.9,17589.0
766507,1850.89,7.9,3975.0
505262,148.977,7.9,800.0
160885,4.113,7.9,296.0
152532,18.087,7.9,7504.0
9323,27.696,7.9,2641.0
588228,198.319,7.9,5833.0
17295,10.428,7.9,549.0
8290,20.68,7.9,1079.0
662,13.196,7.9,683.0
594634,41.011,7.9,396.0
491480,35.915,7.9,1340.0
316029,35.938,7.9,8295.0
3083,9.09,7.9,816.0
435129,16.121,7.9,646.0
223,13.819,7.9,1360.0
81,35.177,7.9,2828.0
920394,20.528,7.9,289.0
522212,14.693,7.9,1788.0
78,32.254,7.9,11769.0
33,21.667,7.9,3535.0
1646,35.821,7.9,1844.0
197,44.175,7.9,8582.0
334533,29.657,7.9,5590.0
150540,126.405,7.9,18218.0
329,35.344,7.9,13957.0
6977,31.801,7.9,10011.0
10674,139.931,7.9,8264.0
3870,12.35,7.9,502.0
3034,11.831,7.9,2633.0
37797,45.618,7.9,1519.0
25364,8.565,7.9,503.0
56231,5.899,7.9,282.0
24167,11.53,7.9,429.0
756999,1055.311,7.9,2563.0
85,37.887,7.9,10361.0
331482,44.501,7.9,5030.0
10386,73.103,7.9,4669.0
2011,13.787,7.9,1578.0
829,21.244,7.9,3061.0
613868,7.135,7.9,247.0
508943,241.389,7.9,6689.0
32085,5.979,7.9,721.0
183011,32.765,7.9,1509.0
671,211.987,7.9,23248.0
60243,9.062,7.9,1382.0
198,9.819,7.9,521.0
31439,10.368,7.9,207.0
10728,6.417,7.9,260.0
29455,5.807,7.9,330.0
7984,10.364,7.9,1402.0
679,59.946,7.9,7925.0
3112,11.874,7.9,1216.0
548544,9.362,7.9,249.0
122906,33.745,7.9,7119.0
118340,60.88,7.9,24918.0
6715,12.055,7.9,246.0
631,9.321,7.9,613.0
1402,47.941,7.9,8472.0
369557,18.081,7.9,1955.0
47796,10.872,7.9,310.0
1892,24.949,7.9,13236.0
194,24.562,7.9,9965.0
615453,25.015,7.9,293.0
949,55.081,7.9,5755.0
804,15.069,7.9,1612.0
564427,6.206,7.9,264.0
48035,10.634,7.9,271.0
752,38.811,7.9,12561.0
31442,9.94,7.9,531.0
16,14.28,7.9,1449.0
367412,7.007,7.9,268.0
296096,156.245,7.9,10472.0
946,7.057,7.9,231.0
404378,17.613,7.9,1148.0
379170,23.287,7.9,2041.0
25538,11.642,7.9,383.0
746957,14.932,7.9,256.0
13398,14.873,7.9,896.0
2721,12.638,7.9,331.0
579245,10.97,7.9,720.0
210577,53.81,7.9,16216.0
1394,8.285,7.9,394.0
45523,5.857,7.9,221.0
11293,8.529,7.9,533.0
726684,192.722,7.9,474.0
303867,6.64,7.9,252.0
1675,11.48,7.9,484.0
705861,282.854,7.9,1582.0
3078,11.215,7.9,953.0
779047,6.791,7.9,249.0
301,18.834,7.9,883.0
313369,30.213,7.9,14552.0
391,30.183,7.9,3406.0
430424,11.869,7.9,1081.0
180147,36.8,7.9,416.0
11036,56.321,7.9,9818.0
83564,9.636,7.9,676.0
393,35.259,7.9,12022.0
381341,13.638,7.9,3937.0
348892,10.163,7.9,373.0
5511,13.453,7.9,778.0
275,28.437,7.9,6617.0
833,7.172,7.9,518.0
597,134.353,7.9,21546.0
266856,21.302,7.9,9524.0
16390,16.686,7.9,211.0
827,11.044,7.9,736.0
579792,10.506,7.9,221.0
86000,14.033,7.9,225.0
712454,7.125,7.9,218.0
22596,8.455,7.9,360.0
505192,16.222,7.9,1619.0
934,8.352,7.9,410.0
235,28.836,7.9,4719.0
317442,214.285,7.9,1329.0
11830,11.704,7.9,242.0
399174,17.553,7.9,4002.0
30588,8.239,7.9,310.0
22843,29.749,7.9,648.0
593,18.952,7.9,1257.0
352173,9.996,7.9,276.0
152601,33.326,7.9,12414.0
23160,10.562,7.9,236.0
20873,7.035,7.9,214.0
10997,13.727,7.9,397.0
10774,13.668,7.9,1337.0
16804,8.955,7.9,647.0
445030,44.432,7.9,294.0
93,13.324,7.9,744.0
293299,7.233,7.9,768.0
581,21.49,7.9,3458.0
438631,170.338,7.9,7699.0
398924,15.054,7.9,733.0
503314,99.656,7.9,2421.0
33320,12.801,7.9,584.0
546554,44.874,7.9,9293.0
12903,17.915,7.9,202.0
5924,21.337,7.9,1529.0
354857,31.059,7.9,283.0
47931,40.897,7.9,1505.0
14574,61.202,7.9,6006.0
11602,6.798,7.9,382.0
2440,15.21,7.9,485.0
453,29.583,7.9,8761.0
113833,11.078,7.9,787.0
32480,6.293,7.8,398.0
24238,12.853,7.8,1589.0
11049,12.484,7.8,333.0
665,36.299,7.8,2168.0
677638,70.228,7.8,730.0
71157,9.958,7.8,1015.0
1626,12.898,7.8,492.0
50759,6.088,7.8,206.0
31011,26.67,7.8,5219.0
16859,43.7,7.8,3146.0
10757,15.568,7.8,440.0
596,13.189,7.8,750.0
359156,5.913,7.8,826.0
265195,21.729,7.8,2745.0
59440,103.452,7.8,3813.0
115,21.587,7.8,9584.0
614934,285.468,7.8,1514.0
152742,13.893,7.8,2470.0
25253,5.741,7.8,415.0
21135,10.359,7.8,357.0
15859,16.618,7.8,241.0
185789,8.583,7.8,393.0
5991,6.909,7.8,229.0
200727,58.466,7.8,5574.0
11953,10.512,7.8,500.0
6075,22.55,7.8,2595.0
1018,21.811,7.8,5047.0
113,16.563,7.8,848.0
614917,63.237,7.8,1551.0
24480,16.214,7.8,875.0
9479,171.922,7.8,7675.0
887,8.221,7.8,478.0
5544,14.55,7.8,609.0
777,9.214,7.8,519.0
89,34.338,7.8,8359.0
609242,37.762,7.8,646.0
1162,7.625,7.8,232.0
613,16.708,7.8,3107.0
980,9.215,7.8,280.0
831223,90.836,7.8,208.0
144,12.028,7.8,993.0
12,133.665,7.8,16819.0
826,15.044,7.8,1627.0
539517,42.238,7.8,469.0
674,200.884,7.8,17711.0
585,200.534,7.8,15928.0
530254,43.641,7.8,302.0
335578,15.017,7.8,1201.0
29845,9.642,7.8,343.0
805,22.667,7.8,3196.0
80,17.703,7.8,2738.0
31056,8.167,7.8,277.0
843241,354.427,7.8,391.0
22683,42.36,7.8,461.0
136,15.594,7.8,925.0
25606,4.484,7.8,719.0
5915,24.436,7.8,8449.0
314365,15.56,7.8,7309.0
393559,8.929,7.8,1091.0
263115,83.956,7.8,17146.0
11656,9.979,7.8,465.0
375794,129.766,7.8,666.0
17483,11.102,7.8,421.0
10775,16.024,7.8,1241.0
968,14.675,7.8,2375.0
142,33.076,7.8,5896.0
419478,37.494,7.8,3047.0
1280,13.986,7.8,922.0
396,10.779,7.8,630.0
602063,62.075,7.8,344.0
597316,77.326,7.8,234.0
1908,8.63,7.8,313.0
423612,17.124,7.8,544.0
762,17.547,7.8,4810.0
656563,10.919,7.8,534.0
58129,9.943,7.8,230.0
5961,8.236,7.8,604.0
502,9.806,7.8,281.0
650031,18.087,7.8,290.0
16237,26.786,7.8,287.0
126319,10.709,7.8,478.0
20126,11.138,7.8,1157.0
12496,11.82,7.8,237.0
841755,103.746,7.8,289.0
15916,13.243,7.8,289.0
107,32.672,7.8,7559.0
899405,24.91,7.8,296.0
357786,19.952,7.8,212.0
14836,212.21,7.8,6036.0
10191,68.313,7.8,11202.0
262,17.564,7.8,1770.0
428493,15.833,7.8,739.0
10193,126.525,7.8,12816.0
303,12.683,7.8,1238.0
506574,61.3,7.8,1261.0
696,10.285,7.8,1964.0
553,16.371,7.8,1991.0
49797,19.241,7.8,1940.0
141,34.828,7.8,10664.0
149870,35.22,7.8,2331.0
809107,172.258,7.8,229.0
713776,6.641,7.8,683.0
446159,11.211,7.8,879.0
52345,1.135,7.8,343.0
11621,33.783,7.8,2618.0
40662,27.492,7.8,1326.0
29458,7.589,7.8,568.0
1607,25.805,7.8,1721.0
873,17.052,7.8,1366.0
28162,7.61,7.8,280.0
2062,146.857,7.8,14356.0
573699,62.207,7.8,337.0
13855,14.718,7.8,1001.0
11697,12.247,7.8,860.0
770254,115.283,7.8,569.0
498249,9.389,7.8,499.0
16052,37.789,7.8,1039.0
13042,10.761,7.8,837.0
5000,9.356,7.8,239.0
810171,137.546,7.8,358.0
336804,8.986,7.8,1204.0
27040,6.034,7.8,279.0
10227,8.668,7.8,418.0
851,8.703,7.8,453.0
579974,2592.005,7.8,366.0
277216,87.549,7.8,3286.0
4977,24.755,7.8,1759.0
1480,12.377,7.8,1148.0
435366,15.525,7.8,263.0
703,12.872,7.8,3276.0
22,134.682,7.8,17923.0
12444,145.147,7.8,16427.0
2118,18.847,7.8,4013.0
925,12.422,7.8,1367.0
27670,5.52,7.8,954.0
14069,24.634,7.8,1649.0
323272,51.664,7.8,392.0
52629,94.795,7.8,456.0
49687,8.25,7.8,409.0
14282,17.962,7.8,456.0
337960,14.16,7.8,414.0
169813,13.081,7.8,1085.0
84892,37.885,7.8,9180.0
583083,49.615,7.8,4591.0
143,14.987,7.8,563.0
1366,74.855,7.8,6308.0
166428,92.565,7.8,5296.0
86837,15.864,7.8,1345.0
963,14.113,7.8,1296.0
49026,88.129,7.8,19965.0
629542,334.706,7.8,1022.0
9421,7.258,7.8,1583.0
587,24.768,7.8,6270.0
479718,42.129,7.8,206.0
10315,27.107,7.8,4233.0
117,25.945,7.8,4728.0
616584,9.893,7.8,220.0
554590,35.386,7.8,441.0
72660,7.114,7.8,206.0
2108,24.604,7.8,6944.0
709629,31.055,7.8,228.0
28145,12.098,7.8,234.0
492188,21.993,7.8,5909.0
367735,5.047,7.8,201.0
234200,11.94,7.8,1119.0
33602,11.629,7.8,319.0
508439,47.523,7.8,5181.0
396535,86.264,7.8,5912.0
317182,5.25,7.8,209.0
81401,9.101,7.8,272.0
61979,130.607,7.8,2559.0
12491,9.857,7.8,376.0
393729,10.099,7.8,584.0
730840,73.811,7.8,257.0
123025,33.528,7.8,1283.0
11005,13.479,7.8,1973.0
903,17.873,7.8,1095.0
486589,78.421,7.8,881.0
203217,5.854,7.8,576.0
18079,11.415,7.8,546.0
583,12.175,7.8,3617.0
582927,20.675,7.8,377.0
380,18.418,7.8,5269.0
451945,10.721,7.8,1196.0
3114,15.573,7.8,1085.0
537116,29.147,7.8,1522.0
562,41.525,7.8,9343.0
990,13.289,7.8,753.0
502033,16.543,7.8,1906.0
374473,10.96,7.8,1165.0
20139,10.284,7.8,263.0
1700,19.373,7.8,3769.0
525,19.111,7.8,3500.0
399566,215.119,7.8,8206.0
359784,14.645,7.7,352.0
10229,51.649,7.7,3565.0
632,9.478,7.7,455.0
30018,15.778,7.7,1110.0
499,12.341,7.7,469.0
382591,21.552,7.7,2733.0
177572,136.281,7.7,13925.0
30959,10.179,7.7,277.0
14811,15.638,7.7,423.0
1417,53.807,7.7,9171.0
413594,54.761,7.7,546.0
269149,145.533,7.7,14262.0
6844,53.808,7.7,1169.0
322,25.901,7.7,5411.0
165,34.382,7.7,10918.0
556984,19.457,7.7,2462.0
14756,20.378,7.7,3128.0
792,30.317,7.7,3675.0
336,10.248,7.7,840.0
24160,7.127,7.7,298.0
309,10.06,7.7,761.0
40619,8.948,7.7,757.0
25050,9.304,7.7,270.0
13002,62.359,7.7,894.0
9475,17.459,7.7,2639.0
22504,6.311,7.7,302.0
221732,27.423,7.7,366.0
45269,20.86,7.7,7599.0
10020,116.377,7.7,8622.0
404,15.0,7.7,1205.0
216,7.21,7.7,289.0
273248,28.269,7.7,12398.0
4495,9.031,7.7,257.0
12405,24.294,7.7,9231.0
9800,16.779,7.7,3577.0
444705,5.162,7.7,202.0
13929,11.884,7.7,955.0
672322,129.844,7.7,299.0
599521,33.88,7.7,356.0
581577,16.266,7.7,255.0
575452,13.089,7.7,1134.0
11220,25.024,7.7,679.0
3763,16.358,7.7,278.0
12429,90.307,7.7,3366.0
334,20.029,7.7,2899.0
672,190.935,7.7,18727.0
414906,647.157,7.7,6293.0
137182,9.794,7.7,907.0
14580,9.996,7.7,379.0
567410,11.135,7.7,234.0
653,19.811,7.7,1518.0
11902,9.225,7.7,507.0
471707,59.456,7.7,413.0
205,18.216,7.7,2366.0
995,11.393,7.7,864.0
48831,7.1,7.7,212.0
453191,9.425,7.7,229.0
5528,12.298,7.7,2029.0
3309,10.242,7.7,292.0
581528,102.997,7.7,600.0
9552,86.976,7.7,6507.0
162,55.439,7.7,11194.0
580175,17.475,7.7,2141.0
336808,11.509,7.7,385.0
20123,9.304,7.7,278.0
845,12.894,7.7,1281.0
637649,210.589,7.7,3911.0
261,10.474,7.7,604.0
527776,68.544,7.7,202.0
128246,24.814,7.7,210.0
19026,10.404,7.7,466.0
4808,15.947,7.7,1070.0
24428,203.07,7.7,27521.0
15121,14.913,7.7,2699.0
1075,9.118,7.7,585.0
976,11.056,7.7,339.0
531,12.321,7.7,760.0
96721,24.496,7.7,6080.0
767,154.73,7.7,16585.0
371645,15.731,7.7,1676.0
16306,25.716,7.7,698.0
10835,14.326,7.7,586.0
11299,17.31,7.7,647.0
11482,13.166,7.7,894.0
808,176.205,7.7,14301.0
678,8.14,7.7,426.0
297222,14.255,7.7,769.0
17058,10.288,7.7,267.0
15265,8.041,7.7,303.0
9806,94.812,7.7,15549.0
2433,12.867,7.7,461.0
1040,14.016,7.7,610.0
993,11.914,7.7,468.0
11972,7.826,7.7,236.0
534780,13.765,7.7,356.0
8416,10.601,7.7,499.0
891,15.824,7.7,1443.0
164,14.488,7.7,3594.0
238628,9.055,7.7,391.0
11787,9.594,7.7,480.0
702,10.439,7.7,1094.0
682507,379.637,7.7,355.0
244063,11.545,7.7,574.0
110160,8.061,7.7,737.0
272,70.48,7.7,18169.0
51608,44.38,7.7,1032.0
13187,9.538,7.7,506.0
10633,15.874,7.7,787.0
83666,15.824,7.7,5006.0
9023,94.719,7.7,3938.0
675,153.916,7.7,16774.0
24657,9.306,7.7,402.0
8832,6.64,7.7,965.0
589739,6.427,7.7,387.0
320007,8.737,7.7,995.0
167581,11.425,7.7,663.0
23832,10.9,7.7,296.0
11854,15.579,7.7,318.0
12516,15.627,7.7,335.0
288,9.512,7.7,1130.0
242582,65.871,7.7,9242.0
15137,26.285,7.7,699.0
12548,8.316,7.7,544.0
688,24.422,7.7,1739.0
910,12.247,7.7,802.0
16761,31.821,7.7,248.0
8016,8.86,7.7,262.0
5910,11.535,7.7,502.0
68,20.276,7.7,2750.0
342470,50.897,7.7,2499.0
265169,8.433,7.7,430.0
17835,14.486,7.7,202.0
4497,7.934,7.7,407.0
108,14.7,7.7,1300.0
15251,5.257,7.7,263.0
596054,26.533,7.7,466.0
211954,29.507,7.7,730.0
1633,16.958,7.7,1084.0
247,8.991,7.7,1155.0
707886,28.649,7.7,974.0
12219,10.511,7.7,227.0
513434,10.946,7.7,537.0
11474,25.428,7.7,1691.0
675353,902.493,7.7,3025.0
1587,26.69,7.7,3282.0
614409,51.021,7.7,1609.0
522627,44.569,7.7,4390.0
100402,52.403,7.7,16540.0
1904,28.071,7.7,2485.0
466282,67.032,7.7,7713.0
1632,13.524,7.7,1306.0
431693,33.164,7.7,2354.0
587272,152.619,7.7,548.0
426426,14.682,7.7,3471.0
99,11.622,7.7,1517.0
82702,96.122,7.7,8314.0
15794,9.811,7.7,342.0
13696,7.757,7.7,234.0
16391,9.662,7.7,348.0
11898,9.059,7.7,388.0
514439,29.278,7.7,899.0
286217,58.202,7.7,17379.0
4235,12.831,7.7,245.0
25768,6.9,7.7,252.0
1939,15.691,7.7,606.0
13980,23.228,7.7,314.0
37247,15.715,7.7,2702.0
568124,562.937,7.7,7354.0
4480,11.997,7.7,424.0
773,12.858,7.7,5899.0
860159,144.92,7.7,246.0
566525,307.961,7.7,7181.0
49992,11.066,7.7,552.0
50531,4.83,7.7,1492.0
4960,12.191,7.7,1128.0
369299,49.285,7.7,535.0
313297,52.71,7.7,3129.0
