id,popularity,vote_average,vote_count
29154,34.302,7.7,269.0
22881,88.23,7.7,5287.0
2493,20.304,7.7,3831.0
28580,8.82,7.7,443.0
25188,8.585,7.7,503.0
13151,29.2,7.7,582.0
343,12.95,7.7,848.0
981,12.709,7.7,679.0
284427,27.201,7.7,1249.0
8358,29.247,7.7,9685.0
227932,4.597,7.7,454.0
4347,21.988,7.7,3476.0
776,10.288,7.7,430.0
666243,21.189,7.7,690.0
221731,24.277,7.7,444.0
158,7.298,7.7,390.0
722778,20.8,7.7,1283.0
560057,350.232,7.7,769.0
44214,30.889,7.7,12592.0
20108,8.373,7.7,322.0
576,16.298,7.7,931.0
612706,20.536,7.6,1013.0
586863,12.705,7.6,1216.0
1592,21.922,7.6,2600.0
14813,22.437,7.6,728.0
624932,7.438,7.6,222.0
234567,8.555,7.6,205.0
10331,16.93,7.6,1918.0
820,24.95,7.6,1665.0
780382,18.32,7.6,266.0
54186,11.447,7.6,726.0
22292,8.616,7.6,227.0
14624,31.739,7.6,349.0
13386,5.428,7.6,581.0
11362,30.872,7.6,1446.0
1628,9.208,7.6,778.0
1093,9.387,7.6,439.0
871,46.595,7.6,2745.0
13466,15.288,7.6,962.0
812,64.734,7.6,9878.0
793,21.67,7.6,2638.0
578,63.742,7.6,8629.0
9377,16.626,7.6,4049.0
9343,9.723,7.6,577.0
212,8.717,7.6,710.0
15917,9.148,7.6,270.0
728118,12.841,7.6,210.0
338729,11.632,7.6,211.0
207703,109.624,7.6,14707.0
585244,35.486,7.6,1006.0
144288,39.858,7.6,267.0
550988,232.343,7.6,6301.0
50253,77.979,7.6,203.0
2204,6.243,7.6,210.0
517093,23.313,7.6,230.0
982,10.264,7.6,534.0
4995,22.966,7.6,2595.0
13363,11.98,7.6,1892.0
180299,41.996,7.6,1928.0
10322,11.001,7.6,760.0
398978,23.6,7.6,5579.0
347201,268.388,7.6,1083.0
1879,16.435,7.6,653.0
283995,101.065,7.6,18735.0
5165,11.592,7.6,524.0
38251,6.798,7.6,850.0
8429,7.606,7.6,234.0
1726,95.982,7.6,23291.0
218,56.027,7.6,10805.0
436969,237.032,7.6,6582.0
8327,11.204,7.6,702.0
643,12.242,7.6,905.0
401698,9.932,7.6,241.0
12501,11.622,7.6,253.0
9912,16.873,7.6,561.0
11686,9.789,7.6,701.0
269,12.844,7.6,1424.0
364111,36.921,7.6,318.0
18329,13.187,7.6,475.0
417261,38.053,7.6,1038.0
31216,12.583,7.6,258.0
642,21.476,7.6,1765.0
1712,15.92,7.6,533.0
1654,15.062,7.6,949.0
746,14.233,7.6,1311.0
244,19.747,7.6,1149.0
42801,8.035,7.6,338.0
333339,109.992,7.6,13283.0
306819,23.779,7.6,5271.0
17057,7.227,7.6,424.0
11040,8.539,7.6,469.0
19101,19.14,7.6,818.0
225745,26.6,7.6,244.0
177945,10.886,7.6,517.0
31417,11.63,7.6,537.0
30020,13.302,7.6,396.0
9444,53.214,7.6,4682.0
55,26.853,7.6,2089.0
489999,21.262,7.6,3215.0
438148,1447.669,7.6,2011.0
12093,14.848,7.6,425.0
11782,11.254,7.6,585.0
1933,31.459,7.6,5379.0
592807,7.833,7.6,201.0
13355,23.565,7.6,215.0
8703,10.553,7.6,263.0
768744,483.131,7.6,281.0
24653,6.404,7.6,696.0
11969,30.301,7.6,1627.0
3580,22.157,7.6,3563.0
430,9.504,7.6,283.0
459670,6.4,7.6,242.0
433471,10.371,7.6,317.0
419430,84.858,7.6,14670.0
51739,35.542,7.6,2284.0
14784,15.764,7.6,1035.0
11657,8.573,7.6,484.0
870,7.649,7.6,238.0
220,10.05,7.6,578.0
309809,22.349,7.6,2426.0
26371,10.069,7.6,387.0
1678,17.899,7.6,686.0
222935,65.379,7.6,10155.0
51822,23.595,7.6,209.0
284053,137.219,7.6,18234.0
221,13.736,7.6,1292.0
11321,17.629,7.6,5970.0
9693,23.009,7.6,5988.0
824,17.06,7.6,3921.0
710356,14.242,7.6,382.0
348678,10.329,7.6,852.0
13562,6.768,7.6,259.0
5558,6.97,7.6,215.0
4481,15.54,7.6,388.0
660120,32.239,7.6,655.0
293660,172.805,7.6,27322.0
10637,24.671,7.6,2194.0
819,22.737,7.6,2900.0
64,14.837,7.6,1034.0
63,30.418,7.6,7064.0
18900,10.495,7.6,281.0
10363,10.695,7.6,334.0
514754,13.109,7.6,967.0
10754,5.472,7.6,268.0
9289,13.276,7.6,762.0
638,15.749,7.6,2028.0
228205,34.341,7.6,2804.0
607259,76.024,7.6,1083.0
575604,32.356,7.6,555.0
425909,224.931,7.6,3167.0
244267,19.617,7.6,2812.0
137113,56.371,7.6,11943.0
21575,9.872,7.6,1244.0
19413,8.032,7.6,236.0
3767,8.38,7.6,436.0
381289,48.938,7.6,2789.0
11159,11.025,7.6,473.0
137,25.017,7.6,6538.0
1913,11.649,7.6,739.0
671295,16.359,7.6,222.0
71,22.358,7.6,3300.0
18197,8.547,7.6,227.0
831405,89.95,7.6,614.0
11113,9.918,7.6,1039.0
9394,13.109,7.6,1062.0
423108,246.099,7.6,4671.0
198375,37.844,7.6,1636.0
118406,113.672,7.6,749.0
42987,8.479,7.6,242.0
13413,9.882,7.6,609.0
216156,7.686,7.6,284.0
2487,5.687,7.6,266.0
10778,11.018,7.6,1276.0
1544,17.153,7.6,831.0
13393,7.8,7.6,232.0
229,14.876,7.6,700.0
650,67.154,7.6,1531.0
38757,153.829,7.6,9663.0
8073,11.724,7.6,439.0
491418,26.106,7.6,2405.0
127533,28.727,7.6,629.0
41411,7.356,7.6,883.0
863,156.99,7.6,11932.0
630,56.131,7.6,4642.0
736073,46.606,7.6,432.0
484468,13.518,7.6,1617.0
21191,33.862,7.6,522.0
15014,5.235,7.6,311.0
4982,29.709,7.6,4512.0
2013,12.226,7.6,971.0
900,11.792,7.6,764.0
200481,8.908,7.6,463.0
17431,20.135,7.6,4834.0
736069,56.225,7.6,428.0
3529,10.161,7.6,338.0
483184,11.307,7.6,1957.0
481848,49.306,7.6,2970.0
11046,17.314,7.6,695.0
451657,11.803,7.6,517.0
5143,9.256,7.6,798.0
475888,9.822,7.6,331.0
400160,152.399,7.6,2528.0
246741,15.92,7.6,2933.0
74308,23.59,7.6,1186.0
627725,20.35,7.6,618.0
25468,13.296,7.6,268.0
948,48.563,7.6,4394.0
366170,105.846,7.6,291.0
203101,12.534,7.6,421.0
11190,7.536,7.6,374.0
10950,20.788,7.6,1932.0
3133,11.571,7.6,947.0
283587,12.522,7.6,1448.0
256040,56.129,7.6,598.0
809140,145.758,7.6,288.0
456929,16.802,7.6,626.0
329865,58.179,7.6,15439.0
61202,8.121,7.6,266.0
57158,108.787,7.6,11333.0
4922,48.205,7.6,11004.0
28569,10.984,7.6,204.0
11356,11.277,7.6,435.0
11016,10.941,7.6,400.0
592,14.318,7.6,1308.0
520763,151.581,7.6,4689.0
507569,17.935,7.6,902.0
416144,28.521,7.6,1235.0
277834,37.077,7.6,10702.0
338,9.926,7.6,1991.0
364137,6.136,7.6,407.0
264660,31.494,7.6,11537.0
1859,9.785,7.6,284.0
433,38.097,7.6,4049.0
12102,8.582,7.6,1820.0
4291,14.696,7.6,364.0
308369,15.621,7.6,2272.0
64690,55.312,7.6,10709.0
12498,10.25,7.6,614.0
1541,17.141,7.6,2707.0
1600,12.789,7.6,568.0
111083,14.867,7.6,1032.0
76696,6.697,7.6,245.0
76341,106.276,7.6,19793.0
109424,20.885,7.6,5947.0
71859,34.448,7.6,2339.0
16958,10.035,7.6,364.0
544510,8.183,7.6,412.0
38234,189.954,7.6,668.0
20992,10.486,7.6,294.0
10161,17.395,7.6,729.0
3558,23.788,7.6,3070.0
616,35.696,7.6,5790.0
736074,48.566,7.6,365.0
2649,18.016,7.6,5319.0
315846,13.466,7.6,347.0
375572,8.94,7.6,887.0
301528,131.118,7.6,8280.0
127501,9.609,7.6,249.0
9081,13.678,7.6,738.0
2009,11.153,7.6,573.0
5708,10.766,7.6,684.0
4951,34.192,7.6,6690.0
966,19.075,7.6,1430.0
552095,39.082,7.6,519.0
529203,196.176,7.6,3112.0
2000,10.206,7.6,852.0
765,28.673,7.6,2410.0
14438,64.986,7.6,559.0
782,33.575,7.6,5273.0
339,7.705,7.6,657.0
24807,8.026,7.5,257.0
11688,87.237,7.5,5622.0
6620,18.102,7.5,1009.0
4593,20.537,7.5,604.0
319,21.043,7.5,2194.0
25934,10.548,7.5,250.0
13396,9.2,7.5,229.0
11171,25.619,7.6,756.0
907,19.801,7.5,893.0
21734,9.341,7.5,773.0
4550,31.931,7.5,1267.0
967,37.416,7.5,1716.0
375262,25.565,7.5,4501.0
83389,18.168,7.5,1363.0
13403,11.943,7.5,293.0
11327,13.511,7.5,1354.0
539617,11.788,7.5,259.0
5482,5.811,7.5,201.0
626,15.0,7.5,1022.0
43650,9.109,7.5,227.0
10734,25.714,7.5,2244.0
28874,32.89,7.5,754.0
487558,14.123,7.5,6579.0
379019,8.078,7.5,248.0
4638,20.088,7.5,6375.0
4034,7.474,7.5,248.0
1954,33.213,7.5,6306.0
13354,20.97,7.5,230.0
9040,15.886,7.5,1539.0
1567,9.59,7.5,405.0
921,18.549,7.5,1819.0
586940,12.379,7.5,1021.0
451915,19.658,7.5,1953.0
431580,31.543,7.5,1688.0
19223,7.561,7.5,294.0
11906,21.115,7.5,2350.0
13528,13.927,7.5,344.0
1579,82.289,7.5,4524.0
1051,22.662,7.5,1414.0
13384,9.665,7.5,306.0
13310,15.588,7.5,2439.0
783,19.688,7.5,1935.0
382614,19.136,7.5,1158.0
138843,153.562,7.5,9700.0
660000,12.665,7.5,270.0
63311,25.008,7.5,3580.0
47909,10.578,7.5,234.0
10787,15.066,7.5,602.0
59436,16.272,7.5,6378.0
39324,88.204,7.5,435.0
16219,90.793,7.5,243.0
9366,16.684,7.5,3660.0
747,32.678,7.5,7112.0
551332,13.467,7.5,2465.0
72213,49.003,7.5,287.0
7214,41.93,7.5,2247.0
442065,16.696,7.5,354.0
9016,53.637,7.5,3456.0
530079,59.603,7.5,228.0
503919,25.115,7.5,3660.0
14919,17.643,7.5,845.0
11344,10.787,7.5,680.0
645886,50.506,7.5,1430.0
334541,21.404,7.5,4984.0
176983,57.27,7.5,409.0
43904,8.933,7.5,317.0
16633,12.123,7.5,435.0
15472,16.201,7.5,2496.0
9516,24.796,7.5,596.0
625,10.302,7.5,569.0
179144,13.536,7.5,2711.0
127585,70.125,7.5,13656.0
37769,10.747,7.5,534.0
3035,15.929,7.5,1189.0
79,21.644,7.5,1843.0
552178,31.592,7.5,1642.0
459151,351.961,7.5,2064.0
74879,7.432,7.5,370.0
4909,15.325,7.5,416.0
508947,586.76,7.5,3263.0
3482,13.01,7.5,242.0
1883,28.036,7.5,1318.0
228326,77.791,7.5,2247.0
26280,10.237,7.5,978.0
13830,30.041,7.5,247.0
3009,10.027,7.5,355.0
828,15.707,7.5,847.0
502897,7.676,7.5,254.0
382748,20.34,7.5,490.0
16642,11.103,7.5,788.0
11610,11.514,7.5,464.0
10110,17.422,7.5,1557.0
36685,15.116,7.5,2310.0
11562,8.736,7.5,709.0
11178,17.562,7.5,444.0
4553,15.938,7.5,4574.0
3001,15.745,7.5,468.0
574,10.857,7.5,1097.0
571,23.599,7.5,3294.0
36557,41.02,7.5,9174.0
9340,47.512,7.5,4832.0
8342,9.882,7.5,346.0
617653,110.32,7.5,2417.0
429450,26.578,7.5,335.0
29084,7.245,7.5,212.0
15371,18.61,7.5,817.0
10747,24.156,7.5,903.0
1372,41.415,7.5,6468.0
912598,214.532,7.5,244.0
19995,1270.395,7.5,26098.0
470878,42.048,7.5,383.0
389015,20.138,7.5,4935.0
37903,12.572,7.5,834.0
11506,6.991,7.5,290.0
8440,9.807,7.5,416.0
940,11.595,7.5,694.0
582014,23.178,7.5,2270.0
18,46.022,7.5,9172.0
483983,12.643,7.5,337.0
200085,57.414,7.5,997.0
15165,67.419,7.5,1239.0
12163,15.857,7.5,3021.0
11798,4.636,7.5,1034.0
983,11.899,7.5,476.0
532,11.403,7.5,625.0
195,6.353,7.5,200.0
337703,14.928,7.5,1040.0
335984,73.308,7.5,11104.0
332562,37.712,7.5,10448.0
281957,53.081,7.5,16147.0
18671,6.077,7.5,211.0
3116,12.047,7.5,1043.0
484751,9.447,7.5,519.0
375785,17.804,7.5,398.0
468284,7.041,7.5,388.0
11421,6.04,7.5,365.0
11202,14.593,7.5,853.0
522,17.997,7.5,1904.0
7735,18.214,7.5,2833.0
85350,17.83,7.5,4539.0
15999,22.139,7.5,443.0
898,13.465,7.5,225.0
487670,20.822,7.5,429.0
260513,95.366,7.5,11222.0
11970,101.828,7.5,6319.0
1949,40.507,7.5,8702.0
16305,7.18,7.5,346.0
11544,82.574,7.5,5162.0
10683,7.787,7.5,622.0
856,38.375,7.5,4796.0
601,34.103,7.5,9708.0
921655,22.253,7.5,210.0
409502,63.999,7.5,215.0
881,23.523,7.5,2853.0
69,21.136,7.5,2408.0
327331,24.581,7.5,1004.0
284293,15.319,7.5,2680.0
24192,6.631,7.5,261.0
500664,32.068,7.5,3511.0
27327,7.946,7.5,497.0
9075,13.908,7.5,929.0
9028,8.87,7.5,287.0
379,13.6,7.5,1310.0
451048,190.441,7.5,4598.0
228150,144.36,7.5,10210.0
58451,11.636,7.5,266.0
34106,9.294,7.5,295.0
17136,6.803,7.5,255.0
11549,9.551,7.5,802.0
10843,12.805,7.5,1090.0
145,11.873,7.5,765.0
31682,8.706,7.5,354.0
15097,8.129,7.5,1020.0
4024,10.199,7.5,375.0
984,16.978,7.5,1924.0
5781,20.737,7.5,272.0
795514,92.999,7.5,339.0
923,31.784,7.5,1668.0
475,15.258,7.5,1275.0
624479,14.591,7.5,212.0
34148,8.246,7.5,206.0
9495,31.393,7.5,3214.0
9056,24.988,7.5,625.0
4254,10.177,7.5,304.0
3088,11.475,7.5,300.0
603661,21.671,7.5,596.0
383498,138.836,7.5,15073.0
132344,11.966,7.5,1915.0
32761,6.805,7.5,229.0
10451,9.016,7.5,240.0
1786,13.127,7.5,512.0
613090,9.696,7.5,289.0
377273,8.514,7.5,405.0
176241,31.493,7.5,541.0
11481,19.356,7.5,774.0
530,13.586,7.5,659.0
37916,7.266,7.5,254.0
10604,10.488,7.5,270.0
9428,22.461,7.5,3820.0
648,10.274,7.5,470.0
668742,126.744,7.5,428.0
244088,8.534,7.5,818.0
876716,145.6,7.5,531.0
431937,9.96,7.5,365.0
37719,6.708,7.5,372.0
8740,13.329,7.5,466.0
219,18.459,7.5,1383.0
106,119.998,7.5,6505.0
429617,109.223,7.5,13104.0
30368,10.676,7.5,219.0
11528,18.814,7.5,928.0
592279,16.536,7.5,202.0
33997,16.09,7.5,337.0
186,24.443,7.5,3450.0
204553,27.865,7.5,261.0
13930,10.361,7.5,998.0
11030,7.542,7.5,705.0
440298,13.195,7.5,1249.0
3933,171.951,7.5,7395.0
2786,14.956,7.5,678.0
877,37.636,7.5,452.0
203833,15.746,7.5,3895.0
166666,35.937,7.5,712.0
76758,15.734,7.5,633.0
16619,12.594,7.5,488.0
1847,14.027,7.5,436.0
489418,7.706,7.5,351.0
451480,11.267,7.5,1169.0
258480,16.578,7.5,3184.0
217993,20.792,7.5,885.0
7549,23.345,7.5,1029.0
539681,1575.235,7.5,619.0
9559,17.719,7.5,1326.0
786,17.362,7.5,2226.0
22584,8.987,7.5,388.0
10549,12.375,7.5,388.0
346648,35.402,7.5,1808.0
330459,55.761,7.5,13451.0
21832,25.343,7.5,313.0
18333,8.291,7.5,383.0
7500,12.622,7.5,477.0
437586,19.043,7.5,1230.0
239571,20.558,7.5,2302.0
71883,15.903,7.5,318.0
14736,12.879,7.5,361.0
14257,11.275,7.5,566.0
15919,9.051,7.5,279.0
251516,9.296,7.5,1603.0
11031,12.862,7.5,1128.0
11167,13.975,7.5,602.0
4584,19.401,7.5,1360.0
109,14.753,7.5,898.0
26596,8.114,7.5,309.0
12780,8.808,7.5,227.0
252,38.08,7.5,2783.0
630220,10.556,7.5,587.0
27632,10.325,7.5,383.0
9665,19.845,7.5,1258.0
874300,23.054,7.5,230.0
453395,974.998,7.5,5811.0
345938,266.268,7.5,1770.0
16328,7.989,7.5,293.0
12169,6.052,7.5,403.0
818647,174.643,7.5,2271.0
434616,6.071,7.5,543.0
38396,4.957,7.5,1184.0
32909,16.177,7.5,358.0
4689,16.911,7.5,1100.0
576845,73.884,7.5,1981.0
484747,6.922,7.5,267.0
476968,61.157,7.5,265.0
9008,16.386,7.5,1482.0
194662,25.034,7.5,11474.0
118412,19.664,7.5,277.0
290,12.338,7.5,1341.0
638449,22.987,7.5,453.0
529216,17.472,7.5,1503.0
17809,19.023,7.5,410.0
1902,14.82,7.5,803.0
154,15.541,7.5,1553.0
4174,9.532,7.5,684.0
457601,5.232,7.5,268.0
11841,10.545,7.5,302.0
345,37.524,7.5,4952.0
175,13.269,7.5,1193.0
644583,18.097,7.5,782.0
4251,8.221,7.5,209.0
1251,12.871,7.5,1668.0
634544,11.204,7.5,321.0
376290,22.549,7.5,1491.0
18988,8.232,7.5,249.0
18925,47.151,7.5,328.0
13060,11.601,7.5,629.0
8321,19.33,7.5,4144.0
2034,28.819,7.5,4853.0
1407,12.17,7.5,1348.0
449406,73.688,7.5,574.0
637534,77.792,7.5,885.0
374720,34.753,7.5,14403.0
11349,9.235,7.5,444.0
10907,14.204,7.5,561.0
12837,13.018,7.5,439.0
673595,33.725,7.5,310.0
10377,13.02,7.5,1179.0
620,32.348,7.5,7527.0
192,16.562,7.5,2489.0
508570,13.474,7.5,480.0
8094,13.73,7.5,324.0
1023,10.951,7.5,538.0
134350,11.892,7.5,220.0
9918,14.818,7.5,603.0
8333,8.347,7.5,354.0
402693,10.26,7.5,236.0
370172,168.16,7.5,4560.0
339403,54.349,7.5,13578.0
39323,119.082,7.5,518.0
2690,11.312,7.5,301.0
292011,16.442,7.5,2024.0
8356,8.278,7.5,364.0
1360,20.152,7.5,1773.0
621013,42.601,7.5,989.0
565310,14.571,7.5,1144.0
319373,7.34,7.5,408.0
31767,9.559,7.5,273.0
3110,10.258,7.5,468.0
41498,37.696,7.5,280.0
13754,12.525,7.5,289.0
13689,15.123,7.5,336.0
11704,15.561,7.5,644.0
1368,52.124,7.5,5094.0
340666,19.81,7.5,6686.0
293863,28.378,7.5,5643.0
290762,10.376,7.5,618.0
37181,10.061,7.5,384.0
9549,12.697,7.5,687.0
364433,27.71,7.5,2304.0
22538,45.537,7.5,6537.0
17529,12.647,7.5,603.0
196,27.545,7.5,8900.0
845222,52.177,7.5,394.0
408647,25.4,7.5,566.0
37472,4.4,7.5,1859.0
33273,70.06,7.5,1030.0
533444,14.44,7.4,457.0
407445,17.327,7.4,643.0
823,21.102,7.4,355.0
227306,22.288,7.4,3630.0
26638,12.528,7.4,342.0
10400,19.089,7.4,1165.0
226,13.489,7.4,1086.0
11829,14.954,7.4,732.0
11471,7.208,7.4,369.0
985,11.418,7.4,1953.0
250538,9.872,7.4,428.0
129670,11.229,7.4,1493.0
14092,23.397,7.4,316.0
265180,11.024,7.4,701.0
16858,13.579,7.4,354.0
6916,15.133,7.4,658.0
5503,21.325,7.4,3462.0
247645,7.523,7.4,218.0
65218,18.019,7.4,937.0
13377,18.517,7.4,801.0
2501,30.793,7.4,7983.0
755339,8.125,7.4,334.0
544401,46.02,7.4,1012.0
72478,8.277,7.4,399.0
39107,152.278,7.4,657.0
31522,9.097,7.4,276.0
9509,31.974,7.4,4259.0
519010,14.047,7.4,1534.0
10435,10.437,7.4,846.0
8741,17.91,7.4,2448.0
499631,4.549,7.4,315.0
206487,40.138,7.4,5427.0
9299,14.41,7.4,643.0
5967,10.353,7.4,579.0
1813,35.983,7.4,4868.0
675445,239.72,7.4,1018.0
339984,60.021,7.4,1014.0
24226,9.446,7.4,464.0
718930,510.996,7.4,861.0
451499,7.925,7.4,242.0
250219,6.142,7.4,1647.0
11901,15.75,7.4,869.0
1677,44.859,7.4,1592.0
1523,18.426,7.4,1722.0
813258,112.404,7.4,319.0
48282,6.032,7.4,205.0
16372,12.061,7.4,447.0
13475,50.684,7.4,8811.0
6114,46.156,7.4,4145.0
589982,8.835,7.4,242.0
271110,130.172,7.4,20278.0
190859,96.697,7.4,11368.0
64847,14.333,7.4,202.0
704,12.592,7.4,525.0
466272,55.566,7.4,10894.0
458156,109.703,7.4,8209.0
74643,11.243,7.4,2776.0
100271,17.588,7.4,289.0
11710,7.405,7.4,244.0
8055,18.799,7.4,2515.0
568,19.33,7.4,4618.0
527,10.656,7.4,302.0
271706,27.909,7.4,365.0
25673,9.035,7.4,289.0
439584,6.62,7.4,872.0
26963,14.779,7.4,535.0
26900,7.132,7.4,239.0
25403,8.859,7.4,322.0
339380,19.779,7.4,862.0
290542,11.525,7.4,700.0
11545,14.154,7.4,2038.0
1052,11.911,7.4,968.0
363,5.869,7.4,436.0
73456,60.481,7.4,637.0
11978,36.985,7.4,1849.0
11615,14.246,7.4,1671.0
2056,10.289,7.4,527.0
187,31.982,7.4,6959.0
663260,15.401,7.4,732.0
284052,100.859,7.4,19620.0
193756,32.193,7.4,3599.0
380225,8.841,7.4,803.0
21450,10.49,7.4,395.0
49361,7.374,7.4,282.0
10784,12.519,7.4,706.0
615666,51.734,7.4,474.0
395834,26.59,7.4,4312.0
269258,8.151,7.4,294.0
1653,13.483,7.4,1061.0
273895,11.368,7.4,1965.0
36208,6.895,7.4,250.0
3085,11.774,7.4,628.0
2292,11.345,7.4,2021.0
1391,35.863,7.4,1180.0
595975,11.141,7.4,792.0
377263,14.78,7.4,591.0
615,83.561,7.4,3561.0
649,17.268,7.4,664.0
575,12.428,7.4,891.0
242,45.008,7.4,5077.0
228203,14.236,7.4,630.0
101299,54.921,7.4,15213.0
94329,35.421,7.4,2773.0
13446,10.207,7.4,426.0
9461,20.8,7.4,1469.0
507505,15.922,7.4,474.0
491584,14.42,7.4,1212.0
164249,4.697,7.4,224.0
18917,6.283,7.4,256.0
10849,10.233,7.4,811.0
779,6.819,7.4,375.0
516486,28.708,7.4,2249.0
75233,7.425,7.4,302.0
114,45.365,7.4,6630.0
6644,16.412,7.4,397.0
3766,9.299,7.4,493.0
416494,25.729,7.4,440.0
25955,7.334,7.4,210.0
16646,9.763,7.4,360.0
161,40.275,7.4,9969.0
25623,10.859,7.4,444.0
13353,10.587,7.4,290.0
639,17.437,7.4,3307.0
481432,8.097,7.4,553.0
414425,10.909,7.4,1054.0
394117,14.582,7.4,2285.0
46919,11.682,7.4,236.0
20558,33.171,7.4,315.0
14073,12.001,7.4,201.0
13350,15.181,7.4,258.0
846214,117.711,7.4,560.0
615643,18.568,7.4,1176.0
49020,11.276,7.4,1221.0
514575,10.799,7.4,241.0
497698,191.059,7.4,8140.0
433247,17.22,7.4,565.0
763,19.072,7.4,1291.0
713,16.916,7.4,1182.0
492,20.546,7.4,3595.0
758866,18.765,7.4,762.0
637693,125.154,7.4,409.0
583689,19.691,7.4,666.0
427033,8.414,7.4,239.0
38985,7.967,7.4,346.0
121986,13.43,7.4,1237.0
626735,537.41,7.4,888.0
137106,32.88,7.4,6729.0
5723,14.585,7.4,1086.0
4476,23.559,7.4,2090.0
3080,9.566,7.4,228.0
2898,19.448,7.4,3109.0
686,23.159,7.4,3657.0
387426,32.702,7.4,3720.0
36095,11.21,7.4,290.0
13321,8.494,7.4,329.0
583406,20.479,7.4,1101.0
40823,6.926,7.4,287.0
39356,11.624,7.4,314.0
15764,10.151,7.4,706.0
12207,27.278,7.4,766.0
332270,22.103,7.4,359.0
11661,10.965,7.4,710.0
2767,9.635,7.4,241.0
2503,30.014,7.4,6607.0
462,21.901,7.4,2561.0
388,16.095,7.4,4851.0
406385,8.628,7.4,1114.0
233639,8.102,7.4,239.0
14433,9.519,7.4,400.0
3063,8.876,7.4,601.0
140,9.734,7.4,768.0
705996,113.48,7.4,200.0
303483,5.435,7.4,273.0
14698,5.894,7.4,216.0
11589,16.981,7.4,555.0
621,34.773,7.4,6254.0
19100,7.83,7.4,821.0
17654,57.409,7.4,8091.0
985939,6059.21,7.4,878.0
376867,20.209,7.4,6219.0
274109,22.046,7.4,472.0
258893,23.218,7.4,253.0
76589,38.521,7.4,709.0
37135,99.628,7.4,5781.0
3089,11.69,7.4,385.0
839,19.88,7.4,1464.0
353081,56.791,7.4,6774.0
260,11.604,7.4,727.0
14283,10.136,7.4,322.0
11416,17.52,7.4,1134.0
9462,21.598,7.4,882.0
4203,12.501,7.4,685.0
447332,66.631,7.4,11996.0
432616,8.991,7.4,365.0
14638,9.296,7.4,292.0
5123,26.315,7.4,2393.0
284054,101.817,7.4,19517.0
51828,43.741,7.4,3611.0
11236,15.684,7.4,747.0
9504,11.301,7.4,1036.0
853,33.431,7.4,2934.0
10867,45.833,7.4,1746.0
4710,6.54,7.4,281.0
8810,25.014,7.4,2968.0
2757,12.996,7.4,2030.0
446893,70.211,7.4,1793.0
417320,45.404,7.4,1386.0
28055,9.507,7.4,294.0
9361,19.407,7.4,2498.0
2291,16.025,7.4,1253.0
312221,234.126,7.4,6124.0
14645,6.436,7.4,810.0
9385,14.209,7.4,965.0
157354,15.474,7.4,1061.0
11943,14.367,7.4,468.0
463257,13.575,7.4,1048.0
289222,19.682,7.4,1326.0
111969,23.208,7.4,1706.0
88273,9.477,7.4,726.0
19120,11.252,7.4,236.0
427,13.303,7.4,406.0
17474,11.628,7.4,230.0
1245,13.149,7.4,997.0
1116,16.811,7.4,590.0
756,55.984,7.4,2562.0
146,15.14,7.4,2628.0
1895,39.382,7.4,11770.0
176,75.205,7.4,7623.0
489930,11.151,7.4,535.0
483980,31.687,7.4,558.0
38602,9.164,7.4,218.0
20620,7.64,7.4,256.0
11807,9.373,7.4,203.0
546121,41.062,7.4,1873.0
87827,51.428,7.4,11783.0
16320,20.158,7.4,2944.0
2798,6.759,7.4,398.0
64682,33.381,7.4,10758.0
1669,22.398,7.4,2680.0
153,20.498,7.4,6143.0
659959,19.796,7.4,567.0
13635,9.86,7.4,772.0
9065,7.589,7.4,227.0
7452,15.039,7.4,469.0
7294,6.043,7.4,231.0
1359,53.5,7.4,8390.0
205220,10.677,7.4,1393.0
7863,10.885,7.4,526.0
771,3.257,7.4,9228.0
522369,8.801,7.4,565.0
458131,17.738,7.4,336.0
39486,19.276,7.4,481.0
34647,15.702,7.4,1454.0
15774,10.272,7.4,247.0
13004,49.404,7.4,691.0
4011,44.399,7.4,5596.0
628,36.177,7.4,4834.0
350,61.524,7.4,10274.0
25866,8.665,7.4,527.0
687,12.539,7.4,1106.0
6404,18.859,7.4,624.0
249164,36.917,7.4,3862.0
165213,9.57,7.4,337.0
12716,8.989,7.4,237.0
8681,76.637,7.4,9725.0
2748,8.207,7.4,209.0
1542,19.446,7.4,2398.0
814,33.819,7.4,1876.0
802,32.359,7.4,1640.0
454626,107.452,7.4,8298.0
432836,12.284,7.4,220.0
273481,74.461,7.4,7157.0
245891,79.902,7.4,16119.0
113082,22.048,7.4,365.0
45317,17.394,7.4,3697.0
794,16.01,7.4,1584.0
760,9.921,7.4,796.0
590223,42.346,7.4,3229.0
9470,31.183,7.4,2207.0
1554,8.981,7.4,569.0
614587,13.343,7.4,240.0
242643,21.143,7.4,941.0
451751,12.825,7.4,211.0
10474,26.055,7.4,1609.0
4133,33.31,7.4,3736.0
759,13.396,7.4,717.0
43316,6.064,7.4,232.0
42994,11.689,7.4,290.0
2134,13.98,7.4,626.0
610120,6.518,7.4,345.0
109689,78.633,7.4,1571.0
90369,14.379,7.4,1007.0
12311,10.152,7.4,243.0
395991,33.186,7.4,1256.0
9454,23.637,7.4,1223.0
6003,16.838,7.4,537.0
2252,19.415,7.4,2674.0
840,18.828,7.4,3476.0
457,10.874,7.4,397.0
520172,19.148,7.4,882.0
245913,30.241,7.4,885.0
